Repository,Title,Call No.,Language(s),Origin,Date,CompuDate,Place,Illustrated,Illuminated,Subject,Genre,Front Cover,Navigation,Data,Record,Summary
University of Pennsylvania Rare Book & Manuscript Library,Fawāʼid al-ḥabīb ... etc.,LJS 455,Arabic,"Probably written in Egypt, ca. 1400.",ca. 1400,1400,Egypt,No,Yes,Alchemy;,"Codices;Treatises;Manuscripts, Arabic;Manuscripts, Arabic;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs455/data/web/0294_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs455.html,http://openn.library.upenn.edu/Data/0001/ljs455/data/,http://hdl.library.upenn.edu/1017/d/medren/5148248,"Alchemical treatise (Benefits of the beloved), followed by another, shorter alchemical treatise based on the work of al-ʻAbbās Aḥmad ibn Sadrullah al-Hāshimī (Rust of the physicians).""           "
University of Pennsylvania Rare Book & Manuscript Library,Kitāb al-Siyāsah fī tadbīr al-riyāsah,LJS 456,Arabic,"Probably written in Andalusia, dated A.H. 797 (1394; colophon, f. 22r).",A.H. 797 (1394),1394,Andalusia,No,No,Education of princes;Kings and rulers;Political ethics;Astronomy;Islamic magic;,"Codices;Treatises;Manuscripts, Arabic;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs456/data/web/0346_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs456.html,http://openn.library.upenn.edu/Data/0001/ljs456/data/,http://hdl.library.upenn.edu/1017/d/medren/5844667,"Popular treatise presented as a letter from Aristotle to Alexander the Great on statecraft, astronomy, astrology, magic, and medicine.""           "
University of Pennsylvania Rare Book & Manuscript Library,Loyca parva ... etc.,LJS 457,Latin,Written in the abbey of the Hermits of Saint Augustine in Perugia in 1475 (f. 87r).,1475,1475,Perugia,No,Yes,"Logic;Logic, Medieval;","Codices;Diagrams;Illuminations;Pen-and-wash drawings;Treatises;Manuscripts, Latin;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs457/data/web/0067_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs457.html,http://openn.library.upenn.edu/Data/0001/ljs457/data/,http://hdl.library.upenn.edu/1017/d/medren/5807073,"Work on scholastic logic used in universities in the late 15th century, followed by a brief logical work by Paolo della Pergola, a student of Paolo Veneto.""           "
University of Pennsylvania Rare Book & Manuscript Library,Abscondita naturae,LJS 458,Latin,"Written in Cremona in 1545 (title page, f. ii recto).",1545,1545,Cremona,No,No,"Medicine;","Codices;Recipes;Manuscripts, Latin;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs458/data/web/0099_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs458.html,http://openn.library.upenn.edu/Data/0001/ljs458/data/,http://hdl.library.upenn.edu/1017/d/medren/5807343,"Collection of over 400 recipes for medical, cosmetic, and culinary purposes, copied from both manuscript and printed sources. The medical recipes include treatments for the plague, syphilis, epilepsy, toothache, headache, scabies, eye ailments, fever, sciatica, and leprosy. A group of case studies are dated 1538 to 1545 (f. 24v-31v). An alphabetical index, dated 1545 like the text, is at the end of the volume (f. 188r-193r).""           "
University of Pennsylvania Rare Book & Manuscript Library,Sirr al-asrār,LJS 459,Arabic,"Probably written in Mosul, Iraq, between 1193 and 1211 (reign of owner named on f. 1r).",between 1193 and 1211,1193-1211,Mosul,Yes,Yes,Education of princes;Kings and rulers;Political ethics;Astronomy;Islamic magic;,"Codices;Illuminations;Tables (documents);Treatises;Manuscripts, Arabic;Manuscripts, Arabic;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs459/data/web/0349_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs459.html,http://openn.library.upenn.edu/Data/0001/ljs459/data/,http://hdl.library.upenn.edu/1017/d/medren/5803344,"Early copy of the long form of this popular treatise presented as a letter from Aristotle to Alexander the Great on statecraft, astronomy, astrology, magic, and medicine. The ending of the manuscript is missing; the text breaks off during a discussion of magical alphabets.""           "
University of Pennsylvania Rare Book & Manuscript Library,Papyrus fragments from The book of the dead,LJS 45,Egyptian,Written in Egypt between approximately 300 and 150 B.C.,between 300 and 150 B.C,300 -50 B,Egypt,Yes,No,"Funeral rites and ceremonies;Incantations, Egyptian;","Fragments;Papyri;Egyptian language;Manuscripts, Digital;",http://openn.library.upenn.edu/Data/0001/ljs45/data/web/0324_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs45.html,http://openn.library.upenn.edu/Data/0001/ljs45/data/,http://hdl.library.upenn.edu/1017/d/medren/5005294,"Nine illustrated fragments from a manuscript on papyrus of The book of the dead, a collection of spells and incantations buried with the dead to protect them in the afterlife. The fragments include text in hieratic script in black and red ink. All are worn, some almost completely worn away (f. 4r, 6r, 7r). The fragments are mounted in card (the embossed stamp in the corner of several mounts, with E.B. and a caduceus on a crowned shield surrounded by a scroll with the phrase Carton Bristol Francais seems to refer to the material of the mounts rather than a former owner).""           "
University of Pennsylvania Rare Book & Manuscript Library,Gathering from Ikhtiṣār min al-maqālāt min kitāb Uqlīdis,LJS 460,Arabic,"From a parent manuscript (LJS 37) written in Fatimid Egypt, Iraq, or Syria, dated A.H. 1 Jumada 502 (Dec. 1108) and A.H. 4 Ramadan 504 (30 Mar. 1111).",A.H. 502-504 (1108-1111),AH 502-504 (1108-1111),"Egypt, Iraq, ;Syria",No,No,"Geometry;Mathematics, Greek;","Fragments;Abridgements;Treatises;Diagrams;Manuscripts, Arabic;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs460/data/web/0197_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs460.html,http://openn.library.upenn.edu/Data/0001/ljs460/data/,http://hdl.library.upenn.edu/1017/d/medren/4805622,"One gathering, perhaps partial, from an epitome or abridgement in Arabic of Euclid's Elements, written on paper.""           "
University of Pennsylvania Rare Book & Manuscript Library,Ein schönes Buech der Büxenmaisster undt Feyrwerckherey so zway Thail inn sich hält,LJS 461,German,"Written in Augsburg (title page, f. 1r), begun before the end of the reign of Emperor Ferdinand III in 1657 (dedication, f. 2r) and completed 1661 (date with erasure, title page, f. 1r).",1661,1661,Augsburg,Yes,No,Artillery;Explosives;Fireworks;,"Codices;Tables (documents);Watercolors (paintings);Manuscripts, German;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs461/data/web/0336_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs461.html,http://openn.library.upenn.edu/Data/0001/ljs461/data/,http://hdl.library.upenn.edu/1017/d/medren/5846799,"Two-part work on artillery and fireworks. The author describes the first part in the title as based on a renowned work, which may be that of Joseph Furttenbach, which was published as Halinitro-pyrobolia in 1627 and in an enlarged second edition as Büchsenmeisterey-Schul in 1643. The second part is based on the author's own research and experiments.""           "
University of Pennsylvania Rare Book & Manuscript Library,Algorismus ... etc.,LJS 462,Latin,Written in Spain in the first half of the 14th century.,between 1300 and 1350,1300-1350,Spain,No,No,"Mathematics;Astronomy;Didactic poetry, Latin;","Codices;Poems;Treatises;Manuscripts, Latin;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs462/data/web/0026_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs462.html,http://openn.library.upenn.edu/Data/0001/ljs462/data/,http://hdl.library.upenn.edu/1017/d/medren/5807414,"Didactic poem in 284 lines of hexameter concerning integers (including, for the first time in Latin, zero) and their operations. Followed by an anonymous treatise in verse on the calendar, focusing on establishing feast and fast days, including discussion of solar and lunar movement. Later astronomical notes on star clusters added at the end of the manuscript (f. 14v).""           "
University of Pennsylvania Rare Book & Manuscript Library,Medical and astrological miscellany,LJS 463,German;Latin,"Signed in Buchau (near Biberach), northeast of Lake Constance in southern Germany, 1443.",1443,1443,Germany,Yes,No,Astrology;Traditional medicine;Zodiac in art;Four temperaments in art;,"Codices;Calendars;Pen-and-wash drawings;Treatises;Manuscripts, German;Manuscripts, Latin;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs463/data/web/0246_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs463.html,http://openn.library.upenn.edu/Data/0001/ljs463/data/,http://hdl.library.upenn.edu/1017/d/medren/4842563,"Calendar for the diocese of Constance, combining liturgical and medical information, followed by a compilation of German texts concerning astrology and medicine.""           "
University of Pennsylvania Rare Book & Manuscript Library,Taḥṣīl al-mūna fī sharḥ Talkhīṣ Ibn al-Bannāʼ,LJS 464,Arabic,"Written in Granada, completed 11 Sha'aban A.H. 849 (November 1445, f. 96r; Abdeljaouad/Oaks).",A.H. 849 (1445),1445,Granada,No,No,"Algebra;Mathematics, Arab;","Codices;Commentaries;Tables (documents);Manuscripts, Arabic;Manuscripts, Medieval;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs464/data/web/0263_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs464.html,http://openn.library.upenn.edu/Data/0001/ljs464/data/,http://hdl.library.upenn.edu/1017/d/medren/4830464,"Commentary on the Talkhīṣ aʻmāl al-ḥisāb, a treatise on mathematical operations by Aḥmad ibn Muḥammad Ibn al-Bannāʼ, with particular focus on calculations involving fractions and square roots. According to the notes of Mahdi Abdeljaouad and Jeffrey Oaks, the manuscript includes excerpts from 3 other treatises by Ibn al-Bannāʼ: Rafʻ al-ḥijāb ʻan wujūh aʻmāl al-ḥisāb (his own commentary on the Talkhīṣ); Maqālāt fī ʻilm al-ḥisāb; and Kitāb al-jabr wa-al-muqābalah (a treatise on algebra). 5 computational tables (f. 27r, 34v, 35r, 46v, 49v). Includes corrections of text and calculations.""           "
University of Pennsylvania Rare Book & Manuscript Library,Geometric treatise,LJS 465,Arabic,Written in Spain in the 13th century (Fogg).,12;Geometry;,"Codices;Diagrams;Treatises;Manuscripts, Arabic;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs465/data/web/0025_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs465.html,http://openn.library.upenn.edu/Data/0001/ljs465/data/,http://hdl.library.upenn.edu/1017/d/medren/5978143,"Geometric treatise with sections on triangles, quadrilaterals, and circles.""           "
University of Pennsylvania Rare Book & Manuscript Library,Khawāṣ al-manāzil wa-al-shuhūr wa-al-anwāʻā,LJS 467,Arabic,Written in northern Africa or Spain in the 14th century.,13;Spain,No,No,Astronomy;Weather forecasting;,"Codices;Manuscripts, Arabic;Manuscripts, Medieval;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs467/data/web/0214_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs467.html,http://openn.library.upenn.edu/Data/0001/ljs467/data/,http://hdl.library.upenn.edu/1017/d/medren/5185355,"Work on the use of astronomical observations to predict weather changes in order to determine the best times to sow and harvest in northern Africa. The text is divided into 12 chapters describing weather variations for each of the 12 European months, using their European names.""           "
University of Pennsylvania Rare Book & Manuscript Library,Meḳitse nirdamim,LJS 468,Hebrew;Latin,Written in Italy in the 16th century.,after 1546,1546,Italy,No,No,"Medicine;Medicine;","Codices;Prescriptions;Translations;Manuscripts, Hebrew;Manuscripts, Latin;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs468/data/web/0076_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs468.html,http://openn.library.upenn.edu/Data/0001/ljs468/data/,http://hdl.library.upenn.edu/1017/d/medren/5905810,"Collection of prescriptions from the 14th-century physician Meir ben Solomon Alguadez and one of his students, originally written in Spanish, in the Hebrew translation of Joseph ha-Kohen completed in 1546, also with Latin translations.""           "
University of Pennsylvania Rare Book & Manuscript Library,Sefer ha-seder ha-ḳaṭan ... etc.,LJS 469,Hebrew,"Written in Italy, ca. 1490.",ca. 1490,1490,Italy,No,No,"Medicine;Medicine, Arab;Medicine, Medieval;Jews;","Codices;Abridgements;Translations (documents);Treatises;Manuscripts, Hebrew;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs469/data/web/0215_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs469.html,http://openn.library.upenn.edu/Data/0001/ljs469/data/,http://hdl.library.upenn.edu/1017/d/medren/5452498,"Copies of letters of the Finzi family (f. 1r-12v), including reference to Abraham Cohen or Abraham Arie ben Benjamin Portaleone, possibly also known as Abraham ben David Portaleone, a famous physician of Mantua; homiletical comments on the Biblical story of Joseph (f. 13r-14v); and an anonymous translation from Arabic into Hebrew of an abridgment of Avicenna's Qānūn fī al-ṭibb (Canon), which begins with a list of human limbs and their qualities and proceeds to the middle of the third chapter (f. 15r-19v).""           "
University of Pennsylvania Rare Book & Manuscript Library,Herbal ... etc.,LJS 46,Latin;Italian;English;Spanish;Latin;Arabic,"Herbal illustrated in Italy, ca. 1520 (f. 2r-53v); texts on Morocco written in England, ca. 1600 (f. 1r-v, 54r-101r).","ca. 1520, ca. 1600",1520- 1600,Italy and England,Yes,No,"Materia medica;Botany, Medical;Botany;","Codices;Herbals;Pen-and-wash drawings;Manuscripts, Italian;Manuscripts, English;Manuscripts, English;Manuscripts, Renaissance;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs46/data/web/0266_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs46.html,http://openn.library.upenn.edu/Data/0001/ljs46/data/,http://hdl.library.upenn.edu/1017/d/medren/4849768,"Italian illustrated herbal, with a group of texts in English, Latin, and Spanish about Morocco added less than a century later.""           "
University of Pennsylvania Rare Book & Manuscript Library,Medical and magical compendium,LJS 470,Hebrew;Italian,"Written in Siena (f. 10r, 18v) in 1533 (f. 10r, 18v, 90r).",1533,1533,Siena,No,No,Medicine;Jewish magic;,"Codices;Diagrams;Tables (documents);Treatises;Manuscripts, Hebrew;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs470/data/web/0113_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs470.html,http://openn.library.upenn.edu/Data/0001/ljs470/data/,http://hdl.library.upenn.edu/1017/d/medren/5910252,"Collection of medical recipes, folk remedies, charms, and spells, including a Hebrew translation of John of Parma's medical treatise, Practicella. Diagrams and notes added by later hands at the beginning of the manuscript (f. 1v-3v).""           "
University of Pennsylvania Rare Book & Manuscript Library,Medical manual and prescriptions ... etc.,LJS 471,Hebrew,Written in Italy in the second half of the 14th or the 15th century.,ca. 1350-1499,1350-1499,Italy,No,No,"Medicine;Medicine;","Codices;Anthologies;Manuals (instructional materials);Prescriptions;Translations (documents);Manuscripts, Hebrew;Manuscripts, Hebrew;Manuscripts, Medieval;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs471/data/web/0083_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs471.html,http://openn.library.upenn.edu/Data/0001/ljs471/data/,http://hdl.library.upenn.edu/1017/d/medren/5918926,"Volume of 14th-century Latin medical works translated into Hebrew. The first work, a manual and collection of prescriptions attributed to Gentilis Fulginas, professor of medicine at Perugia and Padua, comprises over half the volume. Smaller works follow: Sefer Tsirurgia, part of Florentine physician Dinus del Garbo's De emplastris et unguentis; Mavo bi-melakhah, Abraham Avigdor's translation of Bernardo Alberti's Introductorium in practica pro provectis; and a small group of additional prescriptions titled Mafteaḥ ha-sodot. Prescriptions added by a later hand inside the original lower cover. Marginal section headings or numbers and occasional marginal notes.""           "
University of Pennsylvania Rare Book & Manuscript Library,Ḥeshbon mahalkhot ha-kokhavim,LJS 472,Hebrew,"Possibly written in Spain, in the 15th century.",14;Astronomy, Medieval;Jewish astronomy;","Codices;Annotations;Treatises;Manuscripts, Hebrew;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs472/data/web/0322_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs472.html,http://openn.library.upenn.edu/Data/0001/ljs472/data/,http://hdl.library.upenn.edu/1017/d/medren/5860792,"15th-century copy of the second part of a 12th-century two-part treatise, on astronomy (the first part, not present in this manuscript, discussed geography). Includes computations for solar and lunar eclipses between 1135 and 1136. Numerous marginal notes were preserved when the manuscript was trimmed, leaving tabs that have been folded in.""           "
University of Pennsylvania Rare Book & Manuscript Library,L'arte del navegare,LJS 473,Italian;Latin,"Written in northeastern Italy, probably Venice, in 1464 (f. 19v) and 1465 (f. 66v).",1464-1465,1464-1465,Venice,No,Yes,Navigation;Naval art and science;Shipbuilding;Astronomy;,"Codices;Diagrams;Tables (documents);Treatises;Manuscripts, Italian;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs473/data/web/0321_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs473.html,http://openn.library.upenn.edu/Data/0001/ljs473/data/,http://hdl.library.upenn.edu/1017/d/medren/4844091,"Treatise on ships and shipbuilding, including information on cartography, construction and use of the compass, types of ships, and meteorology and astronomy for use in navigation. Includes references to classical and medieval authors, which at the beginning of the manuscript are noted in the margins with red ink (f. 1v-4r). Dedicated to the doge (Cristoforo Moro, who served 1462-1471) and senate of Venice.""           "
University of Pennsylvania Rare Book & Manuscript Library,Sharḥ mulakhkhaṣ fī al-hayʼah,LJS 474,Arabic,"Written in the northeastern Timurid empire, now Central Asia, in the 15th century or 16th century (Bouwman).",14;,"Codices;Commentaries;Diagrams;Manuscripts, Arabic;Manuscripts, Arabic;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs474/data/web/0259_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs474.html,http://openn.library.upenn.edu/Data/0001/ljs474/data/,http://hdl.library.upenn.edu/1017/d/medren/5145789,"Commentary on Maḥmūd ibn Muḥammad al-Jighmīnī's Mulakhkhaṣ fī al-hayʼah (Epitome of astronomy or Quintessence of astronomy), with a few marginal notes.""           "
University of Pennsylvania. Rare Book & Manuscript Library Web,Andrea Amadio botanical illustrations,LJS 475,Latin,None noted,None noted,,,Yes,No,"Materia medica;Botany, Medical;Botany;","Facsimiles;Fragments;Herbals;Watercolors (paintings);Manuscripts, Latin;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs475/data/web/0174_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs475.html,http://openn.library.upenn.edu/Data/0001/ljs475/data/,http://hdl.library.upenn.edu/1017/d/medren/5983979,"Leaf from an illustrated herbal on paper in the Dioscorides tradition with papyrus and fern depicted on the recto and clivia or iris on the verso, with notes in multiple hands. Illustrated in watercolor, probably in Venice or Belluno, circa 1415.""           "
University of Pennsylvania Rare Book & Manuscript Library,Yesod ʻolam,LJS 476,Hebrew,"Written in Spain or Italy, ca. 1460.",ca. 1460,1460,Spain ;Italy,No,No,"Astronomy;Astronomy, Medieval;Jewish astronomy;","Codices;Diagrams;Treatises;Manuscripts, Hebrew;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs476/data/web/0065_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs476.html,http://openn.library.upenn.edu/Data/0001/ljs476/data/,http://hdl.library.upenn.edu/1017/d/medren/5858073,"Partial copy of an introduction to astronomy. Manuscript text is divided in 3 books, with the first book addressing geometry and trigonometry; the second, the structure and position of the Earth; and the third, the movement of the sun and moon and equinoxes and eclipses. The fourth book of the text, on the application of astronomy to the Jewish calendar, and the fifth book, containing canon tables, are not present in this manuscript.""           "
University of Pennsylvania Rare Book & Manuscript Library,Florilegium,LJS 477,Latin;Hebrew,"Written in England, perhaps at the Dominican Convent in Oxford, ca. 1250.",ca. 1250,1250,England,No,No,"Sermons, Latin;Natural history;Zoology;","Codices;Anthologies;Diagrams;Sermons;Manuscripts, Latin;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs477/data/web/0247_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs477.html,http://openn.library.upenn.edu/Data/0001/ljs477/data/,http://hdl.library.upenn.edu/1017/d/medren/4745542,"Collection of sermons, probably compiled from multiple sources, belonging to a preacher, probably Dominican. Many marginal notes, some indicating the liturgical season or the theme of a sermon, a few noting a cited source (including Ambrose, Gamaliel, and Isidore). Also excerpts from De animalibus, attributed to Aristotle (f.3r-4r, 61r-68r); notes on natural history including information on birds and insects, arranged alphabetically, followed by information on metals (f. 4r-10v); and excerpts from Isidore's Etymologies (f. 56r-60v). The lower center margin of each page contains a sequential number, often repeated for multiple pages, that indicates a section or possibly a source; as the manuscript is currently bound, the sequence is 34-37, 1-15, which suggests that the current beginning (f. 1r-12v) was originally at the end of or later in this manuscript, with a large number of leaves after the existing end missing. Numbers in the upper center margin (15-18, 22-36) seem meant to serve the same function, though the sections in the two schemes do not always correspond; they are later than those in the lower margin. In each numbered section, the columns are assigned letters and each column is divided from top to bottom into 9 segments, allowing cross-references by section, column, and segment; there are numerous cross-references in this form throughout the manuscript, contemporaneous with the section numbers in the lower margin. The quality of the parchment is quite low, with a number of holes and defects. The Hebrew inscription (f. 20v), possibly in the same ink as some of the cross-reference numbers in between the columns but written after them, consists of the Hebrew alphabet in 2 lines, including both regular and terminal forms, and the first 3 verses of the Song of Solomon.""           "
University of Pennsylvania Rare Book & Manuscript Library,Astronomical anthology,LJS 478,Arabic,"Written in Persia or Anatolia, A.H. Jumadi II 625 (May 1228).",A.H. 625 (1228),1228,Persia ;Anatolia,No,No,Astrolabes;Astronomical instruments;,"Codices;Diagrams;Treatises;Manuscripts, Arabic;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs478/data/web/0256_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs478.html,http://openn.library.upenn.edu/Data/0001/ljs478/data/,http://hdl.library.upenn.edu/1017/d/medren/4921349,"Collection of astronomical treatises: Muḥammad ibn Aḥmad al-Bīrūnī's Kitāb fī istīʻāb al-wujūh al-mumkina fī ṣanʻat al-asṭurlāb (On the construction of the astrolabe); 2 treatises on crab and drum astrolabes now attributed to the 10th-century astronomer Nasṭūlus (or Basṭūlus); a treatise on an instrument for finding the direction of Mecca; a treatise on the ecliptic; and a treatise on the compass.""           "
University of Pennsylvania Rare Book & Manuscript Library,De institutione musica,LJS 47,Latin,"Written in France, ca. 1490.",None noted,,France,No,No,"Music theory;Music, Greek and Roman;","Codices;Diagrams;Treatises;Manuscripts, Latin;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs47/data/web/0238_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs47.html,http://openn.library.upenn.edu/Data/0001/ljs47/data/,http://hdl.library.upenn.edu/1017/d/medren/4851000,"15th-century copy of a Latin treatise on the Pythagorean-based theory of ancient Greek music, in which the text reflects an older (10th-century) tradition and the numerous diagrams related to ratio and pitch demonstrate later developments in the tradition.""           "
University of Pennsylvania Rare Book & Manuscript Library,Commentary on Talkhīṣ aʻmāl al-ḥisāb,LJS 481,Arabic,"Written in northern Africa, probably Morocco, in the 15th century.",14;Mathematics, Arab;","Codices;Commentaries;Manuscripts, Arabic;Manuscripts, Medieval;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs481/data/web/0071_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs481.html,http://openn.library.upenn.edu/Data/0001/ljs481/data/,http://hdl.library.upenn.edu/1017/d/medren/5954272,"Unattributed commentary on the summary of arithmetical operations by the late 13th- and early 14th-century scholar Ibn al-Bannāʼ. Demonstrates with examples the calculation of sums involving fractional numbers and square roots. Extensive marginal notes on a few leaves (p. 20-35). The first leaf is missing and several leaves have restored outer margins.""           "
University of Pennsylvania Rare Book & Manuscript Library,Commentaries on De generatione et corruptione and Meteorologica,LJS 482,Latin,"Written in southern France, possibly Toulouse, in the late 13th century.",between 1275 and 1299,1275-1299,France,No,Yes,Meteorology;,"Codices;Commentaries;Annotations;Illuminations (visual works);Manuscripts, Latin;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs482/data/web/0267_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs482.html,http://openn.library.upenn.edu/Data/0001/ljs482/data/,http://hdl.library.upenn.edu/1017/d/medren/4741544,"Commentaries on Aristotle's De generatione et corruptione and Meteorologica, by the Dominican friar Albertus Magnus. The second work is preceded by a table of contents listing chapter headings (f. 25r-26v). Medieval annotations in side margins.""           "
University of Pennsylvania Rare Book & Manuscript Library,Questions on Aristotle's Physics,LJS 483,Latin,"Written in Ingolstadt (in studio Ingolste[dii?], inside upper cover), circa 1480.",circa 1480,1480,Ingolstadt,Yes,No,Physics;Physical sciences;,"Codices;Commentaries;Finding tabs;Manuscripts, Latin;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs483/data/web/0337_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs483.html,http://openn.library.upenn.edu/Data/0001/ljs483/data/,http://hdl.library.upenn.edu/1017/d/medren/5958086,"Commentary on Aristotle's Physics in the form of questions and answers following the content of the 8 books of the Physics. Each question begins with a U/V standing for the Latin word utrum (whether). Finding tabs, possibly of parchment, correspond to the book divisions of the Physics (f. 87, 115, 150, 176, 195; one tab torn out, f. 206). Numerous marginal notes. A leaf of text after the material on the Physics with the repeated heading Propleuma and paragraphs beginning with the Latin word dubitatur (it is questioned) may concern the Problemata attributed to Aristotle (f. 230r). Among the notes on the wood of the inside upper cover are a list of names and a list of works attributed to Aristotle; more notes are inside the lower cover. The front flyleaf is covered with notes in multiple hands (recto) and mnemonic verses about the contents of the Physics (verso).""           "
University of Pennsylvania Rare Book & Manuscript Library,L'arte de la medicina de le bestie,LJS 484,"Italian, in Tuscan dialect","Written in Italy, possibly Ferrara, between 1450 and 1475 (Les Enluminures).",between 1450 and 1475,1450-1475,Italy,No,Yes,"Horses;Veterinary medicine;Medicine;","Codices;Treatises;Manuscripts, Italian;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs484/data/web/0094_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs484.html,http://openn.library.upenn.edu/Data/0001/ljs484/data/,http://hdl.library.upenn.edu/1017/d/medren/5620367,"15th-century copy of the first Italian vernacular translation of a 5th-century Latin treatise on veterinary medicine, focusing on horses, mules, donkeys, and cattle. 16th-century notes added at the end (f. 91v-92v) include medicinal recipes for a woman in pain and a donkey or ass with a fever.""           "
